"name","number","start_year","end_year","supplier","latitude","longitude","elevation"
"BOX HILL SOUTH","86011","1950","1968","Bureau of Meteorology","-37.8333","145.15","102.0"
"BOX HILL AGED MENS RETREAT","86012","1920","1995","Bureau of Meteorology","-37.8364","145.1364","97.0"
"BURNLEY","86013","1893","1969","Bureau of Meteorology","-37.8","145.0","25.0"
"BURWOOD BOUNDARY ROAD","86014","1927","1965","Bureau of Meteorology","-37.8667","145.15","91.4"
"BURWOOD EAST","86015","1911","1962","Bureau of Meteorology","-37.85","145.2","105.0"
"CANTERBURY","86016","1913","1968","Bureau of Meteorology","-37.8","145.05","52.0"
"CAPE SCHANCK LIGHTHOUSE","86017","1879","1997","Bureau of Meteorology","-38.4931","144.8858","79.3"
"CAULFIELD (RACECOURSE)","86018","1887","","Bureau of Meteorology","-37.8795","145.0368","48.8"
"CAULFIELD SOUTH","86019","1937","1976","Bureau of Meteorology","-37.9","145.0333","51.5"
"CHELTENHAM KINGSTON CENTRE","86020","1914","","Bureau of Meteorology","-37.955","145.0783","39.0"
"CHRISTMAS HILLS","86021","1926","1951","Bureau of Meteorology","-37.65","145.3","161.0"
"CLEMATIS","86022","1950","1962","Bureau of Meteorology","-37.9333","145.4","190.0"
"CLYDE STATE SCHOOL","86023","1885","1958","Bureau of Meteorology","-38.1","145.3","43.0"
"COBURG","86024","1928","1969","Bureau of Meteorology","-37.75","144.9667","61.0"
"COWES","86025","1882","1978","Bureau of Meteorology","-38.4833","145.2667","11.9"
"CROYDON STATE SCHOOL","86026","1907","1954","Bureau of Meteorology","-37.8","145.3","117.7"
"CROYDON (SAMUEL STREET)","86027","1911","2012","Bureau of Meteorology","-37.7903","145.2812","134.0"
"DANDENONG POST OFFICE","86028","1893","1962","Bureau of Meteorology","-38.0","145.2","40.8"
"BEACONSFIELD 2","86029","1926","1975","Bureau of Meteorology","-38.0","145.4167","213.4"
"DONCASTER","86031","1928","1972","Bureau of Meteorology","-37.7833","145.15","76.2"
"DROMANA","86032","1880","1964","Bureau of Meteorology","-38.4","145.0","3.0"
"BRIGHTON BOWLS CLUB","86033","1924","2013","Bureau of Meteorology","-37.9252","145.0254","33.0"
"ELSTERNWICK","86034","1922","1944","Bureau of Meteorology","-37.8833","145.0","18.0"
"EPPING","86036","1906","","Bureau of Meteorology","-37.6312","144.9846","140.0"
"ESSENDON 1","86037","1899","1960","Bureau of Meteorology","-37.7333","144.9","82.0"
"ESSENDON AIRPORT","86038","1929","","Bureau of Meteorology","-37.7276","144.9066","78.4"
"FLEMINGTON RACECOURSE","86039","1904","","Bureau of Meteorology","-37.7915","144.9067","10.0"
"FLINDERS STATE SCHOOL","86040","1888","1949","Bureau of Meteorology","-38.5","145.0","0.0"
"HMAS CERBERUS","86041","1931","1988","Bureau of Meteorology","-38.3667","145.1833","19.0"
"FRANKSTON 1","86042","1898","1965","Bureau of Meteorology","-38.15","145.1","0.0"
"FRANKSTON 3","86043","1944","1953","Bureau of Meteorology","-38.15","145.1","0.0"
"GARFIELD","86044","1896","2001","Bureau of Meteorology","-38.0686","145.6828","100.0"
"GEMBROOK","86045","1877","1967","Bureau of Meteorology","-37.95","145.5667","310.9"
"GLENROY","86046","1937","1968","Bureau of Meteorology","-37.7167","144.9333","79.2"
"GLEN WAVERLEY (SYNDAL)","86047","1947","1971","Bureau of Meteorology","-37.9","145.2","58.0"
"HASTINGS POST OFFICE","86048","1872","1969","Bureau of Meteorology","-38.3167","145.2","3.7"
"HAWTHORN","86049","1902","1952","Bureau of Meteorology","-37.8","145.05","52.0"
"HEALESVILLE (BADGER CRK SANCTUARY)","86050","1927","1990","Bureau of Meteorology","-37.6833","145.5333","131.1"
"HEALESVILLE (MOUNT TOOLE BE WONG)","86051","1946","1951","Bureau of Meteorology","-37.65","145.5","87.0"
"HEALESVILLE (MOUNT ST LEONARD)","86052","1911","1965","Bureau of Meteorology","-37.6","145.5","248.0"
"HEIDELBERG (ROSANNA)","86053","1902","1968","Bureau of Meteorology","-37.75","145.0","97.5"
"HIGHETT CSIRO","86054","1949","1953","Bureau of Meteorology","-37.95","145.0333","40.0"
"OFFICER (JESMOND DENE)","86055","1885","1976","Bureau of Meteorology","-38.05","145.4","34.0"
"KALLISTA FORESTRY","86056","1930","1985","Bureau of Meteorology","-37.9","145.3833","361.0"
"KALKALLO","86057","1948","1969","Bureau of Meteorology","-37.5167","144.95","244.0"
"KALORAMA","86058","1925","1952","Bureau of Meteorology","-37.8","145.3","119.0"
"KANGAROO GROUND","86059","1951","2013","Bureau of Meteorology","-37.683","145.2518","183.0"
"KEW","86060","1869","1973","Bureau of Meteorology","-37.8167","145.0333","59.7"
"KINGLAKE","86061","1896","1969","Bureau of Meteorology","-37.5333","145.3333","541.0"
"KOO WEE RUP","86062","1897","1963","Bureau of Meteorology","-38.2","145.5","2.7"
"LANG LANG","86063","1918","","Bureau of Meteorology","-38.2656","145.5692","18.0"
"LANGWARRIN (BAXTER)","86064","1947","1948","Bureau of Meteorology","-38.1667","145.1667","99.1"
"LAUNCHING PLACE (DON VALLEY)","86065","1947","1949","Bureau of Meteorology","-37.75","145.6","168.0"
"LILYDALE","86066","1885","","Bureau of Meteorology","-37.7561","145.3592","130.0"
"LOCH","86067","1892","1981","Bureau of Meteorology","-38.3667","145.7333","105.0"
"VIEWBANK","86068","1999","","Bureau of Meteorology","-37.7408","145.0972","66.1"
"MALVERN (YANKO)","86069","1914","1959","Bureau of Meteorology","-37.8333","145.0833","87.0"
"MAROONDAH WEIR (MELBOURNE WATER)","86070","1892","","Bureau of Meteorology","-37.639","145.5497","174.0"
"MELBOURNE REGIONAL OFFICE","86071","1908","2015","Bureau of Meteorology","-37.8075","144.97","31.2"
"MICKLEHAM","86073","1902","","Bureau of Meteorology","-37.5547","144.8788","270.0"
"MITCHAM","86074","1936","","Bureau of Meteorology","-37.8219","145.1906","155.0"
"MONBULK","86075","1928","1951","Bureau of Meteorology","-37.9","145.4","369.0"
"MONTROSE","86076","1918","","Bureau of Meteorology","-37.8019","145.3675","170.0"
"MOORABBIN AIRPORT","86077","1950","","Bureau of Meteorology","-37.98","145.0962","12.1"
"MORDIALLOC WOODLANDS GOLF CLUB","86078","1901","1968","Bureau of Meteorology","-38.0","145.1","8.0"
"MORNINGTON","86079","1868","","Bureau of Meteorology","-38.2358","145.0667","60.0"
"MOUNT BURNETT","86080","1936","1978","Bureau of Meteorology","-37.9833","145.5167","289.0"
"MOUNT DANDENONG","86081","1942","1962","Bureau of Meteorology","-37.8167","145.3333","211.0"
"MOUNT ELIZA","86082","1930","1973","Bureau of Meteorology","-38.2","145.1","106.7"
"MURRUMBEENA LEEDS GROVE","86083","1885","1958","Bureau of Meteorology","-37.9","145.1","43.0"
"NAR NAR GOON NORTH","86084","1916","1950","Bureau of Meteorology","-38.0","145.5","230.0"
"NARRE WARREN NORTH (NARRE WARREN  NORTH","86085","1866","","Bureau of Meteorology","-37.9897","145.3356","120.0"
"NARRE WARREN (BRECHIN)","86086","1938","1982","Bureau of Meteorology","-38.0333","145.3","19.0"
"NEEDLES EYE (VENTNOR)","86087","1934","2001","Bureau of Meteorology","-38.4831","145.21","38.0"
"OAKLEIGH (METROPOLITAN GOLF CLUB)","86088","1912","","Bureau of Meteorology","-37.9142","145.0935","61.0"
"OLINDA","86089","1904","1949","Bureau of Meteorology","-37.85","145.3","144.0"
"WARBURTON (O'SHANNASSY RESERVOIR (QUART","86090","1915","","Bureau of Meteorology","-37.7089","145.7855","240.0"
"PASCOE VALE","86091","1909","1980","Bureau of Meteorology","-37.7333","144.9333","82.0"
"POOWONG (POST OFFICE)","86092","1885","2005","Bureau of Meteorology","-38.3425","145.7653","190.0"
"PORTSEA","86093","1936","1968","Bureau of Meteorology","-38.2167","144.7","3.0"
"POWELLTOWN DNRE","86094","1942","","Bureau of Meteorology","-37.8615","145.7443","189.1"
"PRAHRAN (COMO HOUSE)","86095","1893","","Bureau of Meteorology","-37.8376","145.0048","27.0"
"PRESTON RESERVOIR","86096","1910","","Bureau of Meteorology","-37.7214","145.0059","94.0"
"PORTSEA QUARANTINE STATION","86097","1904","1978","Bureau of Meteorology","-38.3167","144.6667","6.1"
"RED HILL SOUTH","86098","1899","2006","Bureau of Meteorology","-38.3686","145.0303","119.0"
"RED HILL SOUTH","86099","1946","1954","Bureau of Meteorology","-38.3833","145.0","182.9"
"BURNLEY RICHMOND PARK","86100","1913","1966","Bureau of Meteorology","-37.8","145.0","25.0"
"RINGWOOD","86101","1915","1995","Bureau of Meteorology","-37.8","145.25","129.5"
"SAN REMO","86102","1888","1986","Bureau of Meteorology","-38.5333","145.3833","6.0"
"SASSAFRAS POST OFFICE","86103","1907","1969","Bureau of Meteorology","-37.8","145.35","175.0"
"SCORESBY RESEARCH INSTITUTE","86104","1948","","Bureau of Meteorology","-37.871","145.2561","80.0"
"SHOREHAM","86105","1907","","Bureau of Meteorology","-38.4282","145.0412","40.0"
"SILVAN","86106","1920","","Bureau of Meteorology","-37.8325","145.437","259.0"
"SILVAN STATE SCHOOL","86107","1900","1967","Bureau of Meteorology","-37.8","145.4","218.0"
"SOMERTON","86108","1909","1964","Bureau of Meteorology","-37.65","144.9","177.4"
"SORRENTO STATE SCHOOL","86109","1908","1947","Bureau of Meteorology","-38.3","144.7","0.0"
"MORANG SOUTH","86110","1940","1972","Bureau of Meteorology","-37.6667","145.0833","152.0"
"SPRINGVALE NECROPOLIS","86111","1948","","Bureau of Meteorology","-37.9445","145.1764","73.0"
"WARBURTON EAST (STARVATION CREEK)","86112","1950","1963","Bureau of Meteorology","-37.7167","145.8167","299.0"
"SOMERVILLE","86113","1900","1951","Bureau of Meteorology","-38.2333","145.1833","68.3"
"THE PATCH","86114","1939","1980","Bureau of Meteorology","-37.9","145.4167","274.0"
"TOORAK","86115","1891","1956","Bureau of Meteorology","-37.8","145.0","25.0"
"TOORADIN","86116","1947","1974","Bureau of Meteorology","-38.1667","145.4","3.0"
"TOOROURRONG RESERVOIR (TOOROURRONG)","86117","1892","","Bureau of Meteorology","-37.477","145.1513","219.0"
"UPWEY","86118","1937","1953","Bureau of Meteorology","-37.9","145.3","121.0"
"VENTNOR (OAKLANDS)","86119","1915","","Bureau of Meteorology","-38.4836","145.1766","45.0"
"WALLAN (WALNARRING)","86120","1891","1969","Bureau of Meteorology","-37.4167","145.0167","295.7"
"WARBURTON","86121","1878","2008","Bureau of Meteorology","-37.7517","145.6757","170.0"
"WATSONIA LOYOLA","86122","1937","1975","Bureau of Meteorology","-37.7","145.0833","103.6"
"WESTERFIELD (FRANKSTON)","86123","1923","1957","Bureau of Meteorology","-38.15","145.1","0.0"
"TYABB (WILLANDRA)","86124","1948","1955","Bureau of Meteorology","-38.2833","145.1333","98.0"
"WHITTLESEA","86125","1902","2003","Bureau of Meteorology","-37.505","145.1247","200.0"
"WONGA PARK","86126","1941","1963","Bureau of Meteorology","-37.7","145.3","153.0"
"WONTHAGGI","86127","1911","","Bureau of Meteorology","-38.6078","145.5965","51.9"
"WOODSTOCK","86128","1947","1953","Bureau of Meteorology","-37.55","145.0333","247.0"
"WOORI YALLOCK","86129","1901","1986","Bureau of Meteorology","-37.8","145.5167","99.0"
"YANNATHAN","86130","1901","1979","Bureau of Meteorology","-38.2333","145.7","44.0"
"YAN YEAN","86131","1855","","Bureau of Meteorology","-37.5552","145.1259","198.0"
"YARRA RIVER (YARRA GLEN)","86132","1890","1974","Bureau of Meteorology","-37.6647","145.3761","88.0"
"YARRAMBAT","86133","1943","1956","Bureau of Meteorology","-37.6","145.15","159.0"
"VERVALE","86134","1944","1962","Bureau of Meteorology","-38.15","145.7","27.0"
"GARFIELD NORTH","86135","1950","1970","Bureau of Meteorology","-38.0333","145.6667","188.0"
"GARFIELD (CANNIBAL CREEK STATION)","86136","1940","1977","Bureau of Meteorology","-38.0667","145.6667","99.0"
"BLACKBURN","86137","1897","1938","Bureau of Meteorology","-37.8","145.2","110.0"
"GREENSBOROUGH","86138","1888","1939","Bureau of Meteorology","-37.7","145.1","46.0"
"KALLISTA (SAVERNAKE)","86139","1950","1955","Bureau of Meteorology","-37.8833","145.35","497.0"
"TOMAHAWK VALLEY","86140","1952","1969","Bureau of Meteorology","-37.95","145.6167","250.0"
"BURWOOD PLC","86141","1960","1981","Bureau of Meteorology","-37.8333","145.0833","91.0"
"TOOLANGI (MOUNT ST LEONARD DPI)","86142","1953","","Bureau of Meteorology","-37.572","145.5014","595.0"
"CLEMATIS","86143","2001","2005","Bureau of Meteorology","-37.9289","145.4272","295.0"
"CALDERMEADE","86144","1953","1965","Bureau of Meteorology","-38.2333","145.55","11.0"
"MELBOURNE (FLAGSTAFF GARDENS)","86145","1855","1862","Bureau of Meteorology","-37.8125","144.9708","37.0"
"BEAUMARIS","86146","1955","2012","Bureau of Meteorology","-37.9771","145.0273","30.5"
"ASPENDALE CSIRO","86147","1954","1985","Bureau of Meteorology","-38.0333","145.1","5.0"
"WANDIN (YALLOCK)","86148","1883","1941","Bureau of Meteorology","-37.8","145.45","221.0"
"WALLAN WALLAN (INVERLOCHY)","86149","1902","1945","Bureau of Meteorology","-37.4","145.0","299.0"
"ARTHURS CREEK","86150","1907","1929","Bureau of Meteorology","-37.6","145.2","139.0"
"BASS (KILCUNDA)","86151","1886","1930","Bureau of Meteorology","-38.5","145.45","3.0"
"BAYSWATER","86152","1904","1918","Bureau of Meteorology","-37.8","145.2","110.0"
"BEACONSFIELD (LOUISVILLE)","86153","1891","1921","Bureau of Meteorology","-38.0","145.35","182.0"
"BEENAK (HAZELDENE)","86154","1898","1915","Bureau of Meteorology","-37.8833","145.6167","304.0"
"CAMBERWELL 1","86155","1895","1907","Bureau of Meteorology","-37.8333","145.1","107.0"
"CAMBERWELL 2","86156","1903","1921","Bureau of Meteorology","-37.8333","145.1","107.0"
"BERWICK EYRE COURT","86157","1925","1939","Bureau of Meteorology","-38.0","145.3","43.0"
"BOX HILL WOODHOUSE GROVE","86158","1927","1939","Bureau of Meteorology","-37.8","145.1","89.0"
"BRIGHTON PICNIC POINT","86159","1879","1886","Bureau of Meteorology","-37.95","145.0","0.0"
"BRIGHTON BEACH","86160","1906","1937","Bureau of Meteorology","-37.9333","145.0","18.0"
"BRIGHTON MIDDLE","86161","1889","1924","Bureau of Meteorology","-37.9167","145.0","20.0"
"BULLA","86162","1916","1935","Bureau of Meteorology","-37.6","144.8","190.0"
"BUNYIP (MAROOMBA)","86163","1905","1912","Bureau of Meteorology","-38.1","145.7","34.0"
"BURWOOD EAST 1","86164","1908","1916","Bureau of Meteorology","-37.85","145.2","105.0"
"CANTERBURY STATE SCHOOL","86165","1909","1925","Bureau of Meteorology","-37.8","145.05","52.0"
"CHELTENHAM","86166","1927","1936","Bureau of Meteorology","-38.0","145.1","8.0"
"MELBOURNE (OBSERVATORY)","86167","1862","1907","Bureau of Meteorology","-37.8314","144.9714","28.0"
"COTTLES BRIDGE HIGHBURY FARM","86168","1911","1921","Bureau of Meteorology","-37.6","145.2","139.0"
"DALYSTON","86169","1906","1925","Bureau of Meteorology","-38.6","145.5","0.0"
"DANDENONG (COMBEROOND)","86170","1878","1914","Bureau of Meteorology","-37.85","145.2667","108.0"
"ENOCHS POINT","86171","1897","1911","Bureau of Meteorology","-37.4","145.0","317.0"
"FERNTREE GULLY","86172","1874","1941","Bureau of Meteorology","-37.8","145.3","119.0"
"FERNTREE GULLY UPPER","86173","1907","1928","Bureau of Meteorology","-37.9","145.3","121.0"
"FRANKSTON STATE PLANTATION","86174","1890","1929","Bureau of Meteorology","-38.15","145.1333","33.0"
"YARRA JUNCTION (GILDEROY)","86175","1890","1932","Bureau of Meteorology","-37.9","145.7","452.0"
"GLEN ALVIE","86176","1907","1928","Bureau of Meteorology","-38.5","145.6","101.0"
"GRANTVILLE","86177","1888","1938","Bureau of Meteorology","-38.4","145.5","0.0"
"GREENVALE SANATORIUM","86178","1913","1948","Bureau of Meteorology","-37.65","144.85","134.0"
"HEALESVILLE (MURUGAL)","86180","1893","1924","Bureau of Meteorology","-37.65","145.5","87.0"
"HEALESVILLE (THE WATTLES)","86181","1941","1949","Bureau of Meteorology","-37.65","145.5","87.0"
"HEATH HILL (LANGVIEW)","86182","1926","1933","Bureau of Meteorology","-38.25","145.7","50.0"
"LILYDALE MAIN ST. (MAFFRA)","86183","1906","1920","Bureau of Meteorology","-37.75","145.35","98.1"
"LILYDALE OLINDA PARK","86184","1908","1918","Bureau of Meteorology","-37.75","145.35","99.0"
"LYNDHURST","86185","1902","1931","Bureau of Meteorology","-38.05","145.25","20.0"
"LYSTERFIELD (SWEET HILLS)","86186","1939","1946","Bureau of Meteorology","-37.9167","145.2833","83.0"
"LYSTERFIELD (BOLEIO)","86187","1898","1909","Bureau of Meteorology","-37.9167","145.2833","83.0"
"MAIN RIDGE","86188","1929","1960","Bureau of Meteorology","-38.35","144.9","0.0"
"MALVERN EAST YALLAMBEE","86189","1916","1927","Bureau of Meteorology","-37.8333","145.0833","87.0"
"MENTONE","86190","1914","1931","Bureau of Meteorology","-38.0","145.0833","14.0"
"MONT ALBERT","86191","1910","1931","Bureau of Meteorology","-37.8","145.1","89.0"
"NARRE WARREN","86192","1928","1936","Bureau of Meteorology","-38.0","145.3","43.0"
"NEWHAVEN","86193","1916","1929","Bureau of Meteorology","-38.5","145.4","0.0"
"OUTTRIM","86194","1882","","Bureau of Meteorology","-38.4951","145.7787","70.0"
"PAKENHAM (TOOMUC VALLEY)","86195","1907","1929","Bureau of Meteorology","-38.0","145.5","230.0"
"PAKENHAM UPPER","86196","1898","1932","Bureau of Meteorology","-38.05","145.3667","58.0"
"PANTON HILL (FAIRVIEW)","86197","1893","1926","Bureau of Meteorology","-37.6","145.3","215.0"
"PORTSEA GOLF CLUB","86198","1930","1942","Bureau of Meteorology","-38.3","144.7","0.0"
"SOMERS (BALNARRING EAST)","86199","1888","1935","Bureau of Meteorology","-38.4","145.2","15.0"
"SHERBROOKE","86200","1933","1950","Bureau of Meteorology","-37.9","145.35","324.0"
"TOOLANGI (MOUNT SALE STN)","86201","1906","1915","Bureau of Meteorology","-37.5333","145.45","449.0"
"TYNONG","86202","1914","1949","Bureau of Meteorology","-38.1","145.6","24.0"
"WALSH'S CREEK STATION","86203","1905","1923","Bureau of Meteorology","-37.7","145.9","642.0"
"WARBURTON (FERNLEIGH)","86204","1905","1927","Bureau of Meteorology","-37.75","145.7","172.0"
"WARRANDYTE (RIVERS WOOD)","86205","1931","1937","Bureau of Meteorology","-37.7","145.2","121.9"
"WHITTLESEA (EDEN PARK)","86206","1908","1934","Bureau of Meteorology","-37.5","145.1167","199.0"
"YARRA JUNCTION","86207","1903","1919","Bureau of Meteorology","-37.8","145.6","211.0"
"MILLGROVE","86208","1928","1933","Bureau of Meteorology","-37.75","145.6","168.0"
"PAKENHAM PARK","86209","1917","1935","Bureau of Meteorology","-38.0833","145.3667","36.0"
"BONBEACH (CARRUM)","86210","1955","","Bureau of Meteorology","-38.0651","145.1294","5.0"
"ALMURTA","86211","1908","1945","Bureau of Meteorology","-38.4","145.6","104.0"
"MODELLA (TULLAH)","86212","1956","1974","Bureau of Meteorology","-38.2","145.7","28.0"
"ROSEBUD (COUNTRY CLUB)","86213","1927","","Bureau of Meteorology","-38.3762","144.8999","18.0"
"CANTERBURY (BATINA)","86214","1957","1965","Bureau of Meteorology","-37.8","145.05","52.0"
"DIAMOND CREEK","86215","1957","1968","Bureau of Meteorology","-37.6833","145.1333","76.2"
"MOUNT ELIZA (TA MARUA)","86216","1950","1962","Bureau of Meteorology","-38.1833","145.1167","150.0"
"HAMPTON","86217","1959","1961","Bureau of Meteorology","-37.9333","145.0","18.0"
"COLDSTREAM","86218","1955","1955","Bureau of Meteorology","-37.7167","145.3667","83.2"
"CORANDERRK BADGER WEIR","86219","1879","","Bureau of Meteorology","-37.6886","145.5644","360.0"
"ST KILDA HARBOUR - RMYS","86220","2006","","Bureau of Meteorology","-37.8642","144.9639","6.4"
"SHERBROOKE BURNAM BEECHES","86221","1957","1982","Bureau of Meteorology","-37.8833","145.35","503.0"
"SYNDAL CSIRO","86222","1960","1967","Bureau of Meteorology","-37.8833","145.15","106.7"
"DROMANA SUSSEX FARM","86223","1961","","Bureau of Meteorology","-38.3391","145.0288","76.0"
"DANDENONG","86224","1960","","Bureau of Meteorology","-37.9764","145.2247","54.0"
"MOUNT MARTHA","86226","1962","1967","Bureau of Meteorology","-38.2667","145.0167","19.2"
"WANDIN NORTH","86227","1962","1975","Bureau of Meteorology","-37.7833","145.4333","167.6"
"KILSYTH (TUKAMUNDA)","86228","1961","1975","Bureau of Meteorology","-37.8167","145.3333","137.2"
"HEALESVILLE (VALLEY VIEW FARM)","86229","2007","","Bureau of Meteorology","-37.7365","145.5287","156.0"
"BAYSWATER","86230","1963","2001","Bureau of Meteorology","-37.8372","145.2558","100.0"
"RINGWOOD 2","86231","1871","1946","Bureau of Meteorology","-37.8","145.3","119.0"
"MELBOURNE BOTANICAL GARDENS","86232","1964","","Bureau of Meteorology","-37.8309","144.9839","29.0"
"POLEY RANGE","86233","1973","1995","Bureau of Meteorology","-37.6233","145.7983","1219.0"
"CROYDON (DORSET GOLF COURSE)","86234","1965","","Bureau of Meteorology","-37.8054","145.2987","114.0"
"BORONIA 2","86235","1964","1965","Bureau of Meteorology","-37.8","145.4","218.0"
"FRANKSTON","86236","1965","1971","Bureau of Meteorology","-38.15","145.1333","45.7"
"FRANKSTON (KARINGAL)","86237","1965","1976","Bureau of Meteorology","-38.1333","145.15","44.5"
"BASS","86238","1938","","Bureau of Meteorology","-38.4832","145.4666","8.0"
"FRENCH ISLAND (TANKERTON)","86239","1903","1950","Bureau of Meteorology","-38.4","145.3","0.0"
"FRENCH ISLAND (MCLEOD PRISON)","86240","1917","1975","Bureau of Meteorology","-38.4","145.3","24.0"
"TEMPLESTOWE PASSIONATE FATHERS","86241","1967","1968","Bureau of Meteorology","-37.7667","145.15","106.7"
"MENZIES CREEK","86242","1967","1980","Bureau of Meteorology","-37.9167","145.4167","305.0"
"MOUNT DANDENONG GTV9","86243","1968","","Bureau of Meteorology","-37.8306","145.35","600.0"
"CRANBOURNE SOUTH","86244","1967","","Bureau of Meteorology","-38.1337","145.2384","80.0"
"CARRUM DOWNS","86245","1967","2006","Bureau of Meteorology","-38.1167","145.1797","30.0"
"MOOROODUC","86246","1968","","Bureau of Meteorology","-38.2483","145.1036","69.0"
"GEMBROOK","86247","1968","2001","Bureau of Meteorology","-37.9489","145.5358","310.9"
"GLADYSDALE (HAZELDENE)","86248","1968","1970","Bureau of Meteorology","-37.8667","145.6667","335.3"
"GLEN ALVIE (GRANTS)","86249","1968","1983","Bureau of Meteorology","-38.5333","145.6333","91.0"
"PLENTY","86250","1968","2005","Bureau of Meteorology","-37.66","145.1244","121.9"
"UPWEY SHIRE COUNCIL","86251","1967","1995","Bureau of Meteorology","-37.9144","145.3317","219.5"
"OLINDA LAUREL COURT","86252","1967","1994","Bureau of Meteorology","-37.88","145.4206","487.7"
"WARNEET ST LOUIS","86253","1967","1979","Bureau of Meteorology","-38.2167","145.3167","3.0"
"CARRUM DOWNS SEWER WORKS","86254","1968","1991","Bureau of Meteorology","-38.0783","145.1733","5.5"
"KILCUNDA WEATHERALL","86255","1969","1973","Bureau of Meteorology","-38.55","145.4833","30.5"
"FERNY CREEK","86256","1968","1985","Bureau of Meteorology","-37.8833","145.3333","472.0"
"VERMONT SOUTH","86257","1969","1971","Bureau of Meteorology","-37.85","145.2","76.2"
"BELGRAVE","86258","1968","1977","Bureau of Meteorology","-37.9167","145.35","259.0"
"WARRANDYTE DINGLEY DELL ROAD","86259","1968","1969","Bureau of Meteorology","-37.7333","145.2333","79.2"
"HEIDELBERG MMBW","86260","1968","1990","Bureau of Meteorology","-37.7567","145.0533","96.9"
"BEACONSFIELD UPPER","86261","1968","","Bureau of Meteorology","-37.9819","145.4192","199.0"
"WALLAN (KIA ORA)","86262","1969","1971","Bureau of Meteorology","-37.4167","144.9667","381.0"
"MORDIALLOC NORTH","86263","1969","1972","Bureau of Meteorology","-38.0","145.1","10.7"
"MAIN RIDGE","86264","2008","","Bureau of Meteorology","-38.4059","144.952","190.0"
"HASTINGS","86265","1969","","Bureau of Meteorology","-38.3142","145.1756","20.0"
"FERNY CREEK","86266","2011","","Bureau of Meteorology","-37.8748","145.3496","512.9"
"ATHLONE MCDONALDS","86267","1969","1987","Bureau of Meteorology","-38.2333","145.7833","84.0"
"PAKENHAM LANDS DEPT","86268","1969","1985","Bureau of Meteorology","-38.0667","145.4667","61.0"
"MOUNT MARTHA SR&WSC","86269","1968","2001","Bureau of Meteorology","-38.2767","145.0117","42.0"
"SASSAFRAS (THE CRESCENT)","86270","1968","1977","Bureau of Meteorology","-37.8667","145.35","460.0"
"REEFTON (UPPER YARRA DAM)","86271","1969","","Bureau of Meteorology","-37.6715","145.8948","321.0"
"DONNYBROOK","86272","1942","1943","Bureau of Meteorology","-37.5","145.0","274.3"
"LAUNCHING PLACE","86273","1927","1932","Bureau of Meteorology","-37.7833","145.6","202.0"
"YERING","86274","1946","1949","Bureau of Meteorology","-37.7","145.3833","79.2"
"HODDLES CREEK STATE SCHOOL","86275","1924","1926","Bureau of Meteorology","-37.8","145.5","122.0"
"ASHBURTON","86276","1948","1950","Bureau of Meteorology","-37.8667","145.0833","61.0"
"WARBURTON EAST","86277","1949","1951","Bureau of Meteorology","-37.75","145.7333","188.0"
"PAKENHAM EAST","86278","1946","1947","Bureau of Meteorology","-38.0833","145.4833","91.4"
"NORTHCOTE","86279","1969","1996","Bureau of Meteorology","-37.7797","145.0314","35.0"
"KINGLAKE GARAGE","86280","1969","1988","Bureau of Meteorology","-37.5333","145.3333","543.0"
"NYORA (POST OFFICE)","86281","1970","","Bureau of Meteorology","-38.3343","145.6696","119.6"
"MELBOURNE AIRPORT","86282","1970","","Bureau of Meteorology","-37.6655","144.8321","113.4"
"PAKENHAM UPPER (TAYLOR)","86283","1970","1986","Bureau of Meteorology","-38.0","145.5333","29.0"
"LYSTERFIELD (ALBION REID)","86284","1970","2000","Bureau of Meteorology","-37.9333","145.25","165.0"
"YARRA JUNCTION WATERWORKS","86285","1973","1983","Bureau of Meteorology","-37.8","145.6667","231.0"
"GLENROY (EVELL STREET)","86286","1970","1982","Bureau of Meteorology","-37.6833","144.9333","120.0"
"HURSTBRIDGE (NORALA)","86287","1970","1980","Bureau of Meteorology","-37.65","145.2167","119.0"
"ST ANDREWS","86288","1971","1973","Bureau of Meteorology","-37.5833","145.3","198.1"
"YARRA PORTAL","86289","1971","1977","Bureau of Meteorology","-37.7333","146.05","443.0"
"MONTYS HUT","86290","1971","1976","Bureau of Meteorology","-37.6667","146.0667","1006.0"
"MOUNT GREGORY","86291","1971","1976","Bureau of Meteorology","-37.7","146.1333","1128.0"
"BANGHOLME","86292","1971","1977","Bureau of Meteorology","-38.05","145.1833","6.0"
"BUNYIP (IONA)","86293","1903","1910","Bureau of Meteorology","-38.1333","145.6833","28.0"
"MALVERN CAMPSIE","86294","1914","1924","Bureau of Meteorology","-37.8333","145.0833","87.0"
"MOUNT EVELYN (ST ANNES)","86295","1946","1948","Bureau of Meteorology","-37.8","145.4","218.0"
"SANDRINGHAM","86296","1925","1926","Bureau of Meteorology","-37.95","145.0","0.0"
"MOUNT WAVERLEY (RIVERSDALE GOLF CLUB)","86297","2009","","Bureau of Meteorology","-37.872","145.1147","82.0"
"MOOROOLBARK","86298","1930","1939","Bureau of Meteorology","-37.7833","145.3167","114.0"
"BERWICK (BUCHANAN ROAD)","86299","1979","","Bureau of Meteorology","-38.0222","145.3561","85.0"
"BOX HILL MMBW","86300","1943","1945","Bureau of Meteorology","-37.8167","145.1333","103.0"
